landmark,frame,x,y
LEFT_EYE_OUTER,182,636.51,176.27
LEFT_EYE_OUTER,183,638.62,178.31
RIGHT_EYE_INNER,0,611.82,316.11
RIGHT_EYE_INNER,1,544.17,311.85
RIGHT_EYE_INNER,2,544.58,311.85
RIGHT_EYE_INNER,3,529.87,322.44
RIGHT_EYE_INNER,4,525.57,314.93
RIGHT_EYE_INNER,5,540.19,308.25
RIGHT_EYE_INNER,6,578.33,291.82
RIGHT_EYE_INNER,7,617.52,275.80
RIGHT_EYE_INNER,8,619.01,275.41
RIGHT_EYE_INNER,9,655.56,252.62
RIGHT_EYE_INNER,10,689.87,242.43
RIGHT_EYE_INNER,11,695.97,227.93
RIGHT_EYE_INNER,12,691.26,213.97
RIGHT_EYE_INNER,13,677.97,195.57
RIGHT_EYE_INNER,14,678.24,195.75
RIGHT_EYE_INNER,15,654.33,185.18
RIGHT_EYE_INNER,16,629.00,171.45
RIGHT_EYE_INNER,17,612.41,153.58
RIGHT_EYE_INNER,18,582.53,156.65
RIGHT_EYE_INNER,19,579.12,157.44
RIGHT_EYE_INNER,20,579.26,156.90
RIGHT_EYE_INNER,21,576.70,157.10
RIGHT_EYE_INNER,22,576.01,158.73
RIGHT_EYE_INNER,23,579.27,161.47
RIGHT_EYE_INNER,24,595.59,167.58
RIGHT_EYE_INNER,25,613.45,158.04
RIGHT_EYE_INNER,26,614.38,157.67
RIGHT_EYE_INNER,27,635.00,161.99
RIGHT_EYE_INNER,28,662.68,169.30
RIGHT_EYE_INNER,29,673.70,177.23
RIGHT_EYE_INNER,30,677.50,182.27
RIGHT_EYE_INNER,31,661.02,186.59
RIGHT_EYE_INNER,32,660.75,186.51
RIGHT_EYE_INNER,33,623.30,182.48
RIGHT_EYE_INNER,34,551.95,188.89
RIGHT_EYE_INNER,35,539.50,197.29
RIGHT_EYE_INNER,36,529.67,209.74
RIGHT_EYE_INNER,37,539.20,215.50
RIGHT_EYE_INNER,38,539.81,215.53
RIGHT_EYE_INNER,39,577.96,220.62
RIGHT_EYE_INNER,40,625.74,165.54
RIGHT_EYE_INNER,41,679.32,226.61
RIGHT_EYE_INNER,42,708.95,235.97
RIGHT_EYE_INNER,43,710.60,235.33
RIGHT_EYE_INNER,44,706.46,240.79
RIGHT_EYE_INNER,45,591.62,211.37
RIGHT_EYE_INNER,46,588.73,226.68
RIGHT_EYE_INNER,47,543.24,222.25
RIGHT_EYE_INNER,48,507.89,240.57
RIGHT_EYE_INNER,49,507.81,240.76
RIGHT_EYE_INNER,50,512.05,240.32
RIGHT_EYE_INNER,51,557.05,203.35
RIGHT_EYE_INNER,52,596.44,201.30
RIGHT_EYE_INNER,53,661.39,219.17
RIGHT_EYE_INNER,54,675.21,208.79
RIGHT_EYE_INNER,55,675.10,209.10
RIGHT_EYE_INNER,56,671.71,191.21
RIGHT_EYE_INNER,57,646.50,171.90
RIGHT_EYE_INNER,58,609.04,160.69
RIGHT_EYE_INNER,59,583.53,147.95
RIGHT_EYE_INNER,60,583.14,147.75
RIGHT_EYE_INNER,61,582.67,149.77
RIGHT_EYE_INNER,62,598.13,148.17
RIGHT_EYE_INNER,63,617.83,146.29
RIGHT_EYE_INNER,64,647.19,136.89
RIGHT_EYE_INNER,65,667.81,139.17
RIGHT_EYE_INNER,66,667.20,142.28
RIGHT_EYE_INNER,67,667.10,143.22
RIGHT_EYE_INNER,68,628.10,150.48
RIGHT_EYE_INNER,69,612.87,139.49
RIGHT_EYE_INNER,70,562.23,143.42
RIGHT_EYE_INNER,71,547.98,156.76
RIGHT_EYE_INNER,72,557.75,146.11
RIGHT_EYE_INNER,73,558.73,147.25
RIGHT_EYE_INNER,74,573.19,143.76
RIGHT_EYE_INNER,75,605.37,145.77
RIGHT_EYE_INNER,76,615.77,139.95
RIGHT_EYE_INNER,77,653.59,131.63
RIGHT_EYE_INNER,78,652.65,131.15
RIGHT_EYE_INNER,79,664.28,129.80
RIGHT_EYE_INNER,80,658.83,132.75
RIGHT_EYE_INNER,83,609.31,152.67
RIGHT_EYE_INNER,84,599.32,151.22
RIGHT_EYE_INNER,85,611.29,171.30
RIGHT_EYE_INNER,86,614.70,166.24
RIGHT_EYE_INNER,87,616.22,151.47
RIGHT_EYE_INNER,89,662.93,171.46
RIGHT_EYE_INNER,90,662.84,171.55
RIGHT_EYE_INNER,91,653.51,179.22
RIGHT_EYE_INNER,92,664.53,181.87
RIGHT_EYE_INNER,93,671.46,173.98
RIGHT_EYE_INNER,94,673.28,177.87
RIGHT_EYE_INNER,95,646.74,176.61
RIGHT_EYE_INNER,96,661.77,185.58
RIGHT_EYE_INNER,97,659.33,177.19
RIGHT_EYE_INNER,98,652.75,175.46
RIGHT_EYE_INNER,99,646.40,183.44
RIGHT_EYE_INNER,103,610.64,180.33
RIGHT_EYE_INNER,104,603.30,200.64
RIGHT_EYE_INNER,105,605.75,203.45
RIGHT_EYE_INNER,106,605.65,193.89
RIGHT_EYE_INNER,107,606.67,199.02
RIGHT_EYE_INNER,108,609.45,196.61
RIGHT_EYE_INNER,109,620.98,189.89
RIGHT_EYE_INNER,111,688.15,187.68
RIGHT_EYE_INNER,112,688.64,200.18
RIGHT_EYE_INNER,113,686.41,199.78
RIGHT_EYE_INNER,114,693.24,201.01
RIGHT_EYE_INNER,115,690.33,211.91
RIGHT_EYE_INNER,116,715.58,208.12
RIGHT_EYE_INNER,117,726.13,193.14
RIGHT_EYE_INNER,118,734.10,182.70
RIGHT_EYE_INNER,119,733.12,181.29
RIGHT_EYE_INNER,120,696.91,186.77
RIGHT_EYE_INNER,121,696.52,195.08
RIGHT_EYE_INNER,122,692.06,200.66
RIGHT_EYE_INNER,125,651.57,187.42
RIGHT_EYE_INNER,127,653.95,200.07
RIGHT_EYE_INNER,128,644.62,213.28
RIGHT_EYE_INNER,129,646.73,210.25
RIGHT_EYE_INNER,130,635.69,199.68
RIGHT_EYE_INNER,131,636.66,199.40
RIGHT_EYE_INNER,132,632.76,193.46
RIGHT_EYE_INNER,133,645.58,183.30
RIGHT_EYE_INNER,134,661.46,174.66
RIGHT_EYE_INNER,135,672.92,166.12
RIGHT_EYE_INNER,136,673.81,166.41
RIGHT_EYE_INNER,137,674.59,164.30
RIGHT_EYE_INNER,138,674.38,159.22
RIGHT_EYE_INNER,140,675.99,157.38
RIGHT_EYE_INNER,141,679.83,149.73
RIGHT_EYE_INNER,142,678.60,146.28
RIGHT_EYE_INNER,143,678.40,146.24
RIGHT_EYE_INNER,144,679.08,144.60
RIGHT_EYE_INNER,145,682.94,143.40
RIGHT_EYE_INNER,146,686.89,141.82
RIGHT_EYE_INNER,147,698.24,136.13
RIGHT_EYE_INNER,148,704.63,129.70
RIGHT_EYE_INNER,149,703.65,131.17
RIGHT_EYE_INNER,150,705.66,128.77
RIGHT_EYE_INNER,151,703.16,132.62
RIGHT_EYE_INNER,152,699.48,134.56
RIGHT_EYE_INNER,153,695.26,140.97
RIGHT_EYE_INNER,154,693.22,144.00
RIGHT_EYE_INNER,155,697.01,148.22
RIGHT_EYE_INNER,156,688.06,146.29
RIGHT_EYE_INNER,157,684.08,144.41
RIGHT_EYE_INNER,158,680.05,145.05
RIGHT_EYE_INNER,159,681.53,150.46
RIGHT_EYE_INNER,160,681.77,150.24
RIGHT_EYE_INNER,161,687.50,153.22
RIGHT_EYE_INNER,162,700.88,155.86
RIGHT_EYE_INNER,163,717.72,158.33
RIGHT_EYE_INNER,164,727.02,161.26
RIGHT_EYE_INNER,165,729.67,164.05
RIGHT_EYE_INNER,166,729.54,164.05
RIGHT_EYE_INNER,167,730.47,166.54
RIGHT_EYE_INNER,168,727.40,166.80
RIGHT_EYE_INNER,169,723.73,167.70
RIGHT_EYE_INNER,170,714.46,168.14
RIGHT_EYE_INNER,171,708.02,167.53
RIGHT_EYE_INNER,172,708.20,167.72
RIGHT_EYE_INNER,173,698.85,170.14
RIGHT_EYE_INNER,174,694.18,167.19
RIGHT_EYE_INNER,175,677.33,170.55
RIGHT_EYE_INNER,176,665.47,171.88
RIGHT_EYE_INNER,177,658.27,172.14
RIGHT_EYE_INNER,178,658.03,172.38
RIGHT_EYE_INNER,179,646.92,173.02
RIGHT_EYE_INNER,180,644.33,181.89
RIGHT_EYE_INNER,181,640.98,177.83
RIGHT_EYE_INNER,182,633.65,175.86
RIGHT_EYE_INNER,183,633.03,179.98
RIGHT_EYE,0,615.23,316.23
RIGHT_EYE,1,546.53,309.99
RIGHT_EYE,2,546.84,309.96
RIGHT_EYE,3,530.58,320.92
RIGHT_EYE,4,526.43,313.22
RIGHT_EYE,5,539.63,306.89
RIGHT_EYE,6,576.39,291.16
RIGHT_EYE,7,615.48,274.65
RIGHT_EYE,8,616.27,274.33
RIGHT_EYE,9,653.62,251.52
RIGHT_EYE,10,688.33,241.55
RIGHT_EYE,11,694.22,226.75
RIGHT_EYE,12,689.80,212.83
RIGHT_EYE,13,675.90,194.80
RIGHT_EYE,14,676.78,195.00
RIGHT_EYE,15,654.41,184.86
RIGHT_EYE,16,630.88,171.25
RIGHT_EYE,17,614.26,153.24
RIGHT_EYE,18,584.61,155.58
RIGHT_EYE,19,580.53,156.53
RIGHT_EYE,20,580.81,155.87
RIGHT_EYE,21,577.86,156.04
RIGHT_EYE,22,577.27,157.59
RIGHT_EYE,23,579.85,160.43
RIGHT_EYE,24,593.46,166.55
RIGHT_EYE,25,610.25,157.85
RIGHT_EYE,26,611.05,157.45
RIGHT_EYE,27,632.16,161.19
RIGHT_EYE,28,661.12,168.98
RIGHT_EYE,29,671.79,176.17
RIGHT_EYE,30,676.22,181.14
RIGHT_EYE,31,660.78,186.10
RIGHT_EYE,32,660.55,186.01
RIGHT_EYE,33,624.43,182.80
RIGHT_EYE,34,553.37,187.80
RIGHT_EYE,35,540.61,196.98
RIGHT_EYE,36,531.10,207.98
RIGHT_EYE,37,539.91,214.50
RIGHT_EYE,38,540.44,214.46
RIGHT_EYE,39,576.39,220.78
RIGHT_EYE,40,625.22,165.84
RIGHT_EYE,41,678.05,225.10
RIGHT_EYE,42,707.43,234.24
RIGHT_EYE,43,709.22,233.91
RIGHT_EYE,44,705.18,239.11
RIGHT_EYE,45,594.26,212.93
RIGHT_EYE,46,588.78,227.11
RIGHT_EYE,47,544.64,220.94
RIGHT_EYE,48,509.09,238.54
RIGHT_EYE,49,509.01,238.70
RIGHT_EYE,50,512.75,239.43
RIGHT_EYE,51,557.65,203.29
RIGHT_EYE,52,597.31,201.17
RIGHT_EYE,53,659.80,218.22
RIGHT_EYE,54,674.26,207.89
RIGHT_EYE,55,674.09,208.16
RIGHT_EYE,56,672.23,191.54
RIGHT_EYE,57,648.58,172.97
RIGHT_EYE,58,609.42,161.10
RIGHT_EYE,59,585.13,147.95
RIGHT_EYE,60,583.64,147.56
RIGHT_EYE,61,582.95,149.56
RIGHT_EYE,62,596.10,148.73
RIGHT_EYE,63,613.92,147.44
RIGHT_EYE,64,643.61,136.72
RIGHT_EYE,65,665.54,138.77
RIGHT_EYE,66,665.74,141.11
RIGHT_EYE,67,665.72,142.02
RIGHT_EYE,68,628.45,150.66
RIGHT_EYE,69,615.65,139.72
RIGHT_EYE,70,563.28,143.47
RIGHT_EYE,71,549.58,155.89
RIGHT_EYE,72,558.69,145.24
RIGHT_EYE,73,559.61,146.45
RIGHT_EYE,74,573.58,143.36
RIGHT_EYE,75,601.51,144.57
RIGHT_EYE,76,614.88,139.68
RIGHT_EYE,77,650.35,131.88
RIGHT_EYE,78,649.42,131.41
RIGHT_EYE,79,662.23,129.81
RIGHT_EYE,80,657.98,133.05
RIGHT_EYE,83,610.56,152.76
RIGHT_EYE,84,600.33,151.35
RIGHT_EYE,85,612.83,172.46
RIGHT_EYE,86,615.75,167.62
RIGHT_EYE,87,616.82,152.58
RIGHT_EYE,89,661.80,171.30
RIGHT_EYE,90,661.62,171.33
RIGHT_EYE,91,651.45,179.08
RIGHT_EYE,92,662.61,181.62
RIGHT_EYE,93,668.96,174.87
RIGHT_EYE,94,673.62,181.81
RIGHT_EYE,95,645.85,177.70
RIGHT_EYE,96,661.03,187.20
RIGHT_EYE,97,659.19,179.58
RIGHT_EYE,98,653.31,177.46
RIGHT_EYE,99,648.16,185.67
RIGHT_EYE,103,615.19,179.73
RIGHT_EYE,104,605.77,201.47
RIGHT_EYE,105,608.68,204.15
RIGHT_EYE,106,608.44,195.76
RIGHT_EYE,107,608.32,200.04
RIGHT_EYE,108,611.66,197.96
RIGHT_EYE,109,621.58,190.73
RIGHT_EYE,111,687.78,186.24
RIGHT_EYE,112,687.56,200.04
RIGHT_EYE,113,685.19,199.74
RIGHT_EYE,114,690.65,198.94
RIGHT_EYE,115,693.15,211.50
RIGHT_EYE,116,715.51,208.39
RIGHT_EYE,117,725.41,193.53
RIGHT_EYE,118,733.90,183.89
RIGHT_EYE,119,732.66,182.82
RIGHT_EYE,120,697.51,188.74
RIGHT_EYE,121,696.87,197.29
RIGHT_EYE,122,693.49,203.41
RIGHT_EYE,125,655.51,187.02
RIGHT_EYE,127,656.25,200.67
RIGHT_EYE,128,647.40,214.98
RIGHT_EYE,129,649.32,211.63
RIGHT_EYE,130,637.78,200.82
RIGHT_EYE,131,638.94,201.17
RIGHT_EYE,132,634.52,195.65
RIGHT_EYE,133,646.39,184.85
RIGHT_EYE,134,662.17,176.53
RIGHT_EYE,135,672.72,166.69
RIGHT_EYE,136,674.71,167.71
RIGHT_EYE,137,675.26,165.74
RIGHT_EYE,138,674.50,160.33
RIGHT_EYE,140,673.94,159.13
RIGHT_EYE,141,677.85,152.16
RIGHT_EYE,142,675.61,149.04
RIGHT_EYE,143,675.30,148.99
RIGHT_EYE,144,675.79,147.26
RIGHT_EYE,145,679.93,145.61
RIGHT_EYE,146,683.41,143.81
RIGHT_EYE,147,695.20,137.32
RIGHT_EYE,148,702.62,130.88
RIGHT_EYE,149,701.77,132.18
RIGHT_EYE,150,704.48,129.10
RIGHT_EYE,151,704.56,133.10
RIGHT_EYE,152,701.71,134.31
RIGHT_EYE,153,698.53,140.58
RIGHT_EYE,154,696.49,143.65
RIGHT_EYE,155,697.45,147.87
RIGHT_EYE,156,690.55,145.75
RIGHT_EYE,157,685.85,144.61
RIGHT_EYE,158,681.62,144.57
RIGHT_EYE,159,681.64,150.29
RIGHT_EYE,160,681.94,150.04
RIGHT_EYE,161,685.78,152.96
RIGHT_EYE,162,698.01,155.03
RIGHT_EYE,163,714.48,157.43
RIGHT_EYE,164,724.30,160.95
RIGHT_EYE,165,726.98,164.06
RIGHT_EYE,166,726.95,164.03
RIGHT_EYE,167,728.15,166.57
RIGHT_EYE,168,725.33,166.69
RIGHT_EYE,169,720.99,167.83
RIGHT_EYE,170,713.63,168.94
RIGHT_EYE,171,706.82,167.65
RIGHT_EYE,172,706.95,167.80
RIGHT_EYE,173,698.66,170.16
RIGHT_EYE,174,693.61,167.28
RIGHT_EYE,175,679.67,170.56
RIGHT_EYE,176,668.98,172.11
RIGHT_EYE,177,661.74,171.82
RIGHT_EYE,178,661.51,172.03
RIGHT_EYE,179,649.65,172.24
RIGHT_EYE,180,646.18,180.94
RIGHT_EYE,181,643.13,177.17
RIGHT_EYE,182,635.61,175.80
RIGHT_EYE,183,634.63,179.61
RIGHT_EYE_OUTER,0,617.02,316.11
RIGHT_EYE_OUTER,1,547.65,309.15
RIGHT_EYE_OUTER,2,547.93,309.02
RIGHT_EYE_OUTER,3,531.25,319.40
RIGHT_EYE_OUTER,4,527.31,311.49
RIGHT_EYE_OUTER,5,538.68,305.50
RIGHT_EYE_OUTER,6,574.43,290.49
RIGHT_EYE_OUTER,7,613.27,273.34
RIGHT_EYE_OUTER,8,613.98,273.10
RIGHT_EYE_OUTER,9,650.77,250.19
RIGHT_EYE_OUTER,10,686.61,240.88
RIGHT_EYE_OUTER,11,692.19,225.49
RIGHT_EYE_OUTER,12,688.09,211.61
RIGHT_EYE_OUTER,13,673.76,194.22
RIGHT_EYE_OUTER,14,675.42,194.39
RIGHT_EYE_OUTER,15,654.50,184.53
RIGHT_EYE_OUTER,16,632.84,171.00
RIGHT_EYE_OUTER,17,617.07,152.57
RIGHT_EYE_OUTER,18,586.70,154.53
RIGHT_EYE_OUTER,19,581.72,155.76
RIGHT_EYE_OUTER,20,582.09,155.03
RIGHT_EYE_OUTER,21,579.12,154.98
RIGHT_EYE_OUTER,22,578.48,156.48
RIGHT_EYE_OUTER,23,580.37,159.40
RIGHT_EYE_OUTER,24,591.42,165.58
RIGHT_EYE_OUTER,25,607.27,157.92
RIGHT_EYE_OUTER,26,608.14,157.33
RIGHT_EYE_OUTER,27,628.71,160.28
RIGHT_EYE_OUTER,28,659.68,168.69
RIGHT_EYE_OUTER,29,669.54,175.11
RIGHT_EYE_OUTER,30,675.10,180.02
RIGHT_EYE_OUTER,31,660.64,185.69
RIGHT_EYE_OUTER,32,660.44,185.60
RIGHT_EYE_OUTER,33,625.51,183.04
RIGHT_EYE_OUTER,34,554.82,186.64
RIGHT_EYE_OUTER,35,541.63,196.77
RIGHT_EYE_OUTER,36,532.46,206.13
RIGHT_EYE_OUTER,37,540.62,213.44
RIGHT_EYE_OUTER,38,541.11,213.27
RIGHT_EYE_OUTER,39,574.60,221.31
RIGHT_EYE_OUTER,40,624.68,165.87
RIGHT_EYE_OUTER,41,676.64,223.87
RIGHT_EYE_OUTER,42,705.80,232.36
RIGHT_EYE_OUTER,43,707.73,232.36
RIGHT_EYE_OUTER,44,703.97,237.44
RIGHT_EYE_OUTER,45,596.82,214.34
RIGHT_EYE_OUTER,46,588.73,227.39
RIGHT_EYE_OUTER,47,545.81,219.60
RIGHT_EYE_OUTER,48,510.32,236.34
RIGHT_EYE_OUTER,49,510.26,236.47
RIGHT_EYE_OUTER,50,513.28,238.56
RIGHT_EYE_OUTER,51,555.03,204.83
RIGHT_EYE_OUTER,52,598.17,200.88
RIGHT_EYE_OUTER,53,658.40,217.27
RIGHT_EYE_OUTER,54,673.44,206.93
RIGHT_EYE_OUTER,55,673.19,207.13
RIGHT_EYE_OUTER,56,672.86,191.83
RIGHT_EYE_OUTER,57,649.35,173.48
RIGHT_EYE_OUTER,58,609.67,161.29
RIGHT_EYE_OUTER,59,586.24,148.08
RIGHT_EYE_OUTER,60,583.94,147.28
RIGHT_EYE_OUTER,61,583.03,149.23
RIGHT_EYE_OUTER,62,593.84,149.27
RIGHT_EYE_OUTER,63,610.12,148.53
RIGHT_EYE_OUTER,64,640.23,136.74
RIGHT_EYE_OUTER,65,662.83,138.33
RIGHT_EYE_OUTER,66,664.35,139.88
RIGHT_EYE_OUTER,67,664.42,140.75
RIGHT_EYE_OUTER,68,628.70,150.63
RIGHT_EYE_OUTER,69,618.15,139.83
RIGHT_EYE_OUTER,70,563.96,143.55
RIGHT_EYE_OUTER,71,550.88,155.04
RIGHT_EYE_OUTER,72,559.68,144.21
RIGHT_EYE_OUTER,73,560.57,145.48
RIGHT_EYE_OUTER,74,574.13,142.86
RIGHT_EYE_OUTER,75,597.96,143.31
RIGHT_EYE_OUTER,76,613.59,139.29
RIGHT_EYE_OUTER,77,647.58,131.98
RIGHT_EYE_OUTER,78,646.79,131.50
RIGHT_EYE_OUTER,79,660.04,129.93
RIGHT_EYE_OUTER,80,657.08,133.28
RIGHT_EYE_OUTER,83,611.92,152.73
RIGHT_EYE_OUTER,84,601.19,151.30
RIGHT_EYE_OUTER,85,614.23,173.32
RIGHT_EYE_OUTER,86,616.69,168.45
RIGHT_EYE_OUTER,87,617.25,153.52
RIGHT_EYE_OUTER,89,660.64,170.90
RIGHT_EYE_OUTER,90,660.39,170.86
RIGHT_EYE_OUTER,91,649.40,178.76
RIGHT_EYE_OUTER,92,660.56,181.16
RIGHT_EYE_OUTER,93,666.03,175.60
RIGHT_EYE_OUTER,94,672.30,182.01
RIGHT_EYE_OUTER,95,644.87,178.50
RIGHT_EYE_OUTER,96,660.26,188.47
RIGHT_EYE_OUTER,97,658.57,180.49
RIGHT_EYE_OUTER,98,653.77,179.50
RIGHT_EYE_OUTER,99,650.02,187.79
RIGHT_EYE_OUTER,103,616.56,179.99
RIGHT_EYE_OUTER,104,610.22,201.47
RIGHT_EYE_OUTER,105,611.51,204.70
RIGHT_EYE_OUTER,106,611.23,197.20
RIGHT_EYE_OUTER,107,609.97,200.79
RIGHT_EYE_OUTER,108,613.82,199.20
RIGHT_EYE_OUTER,109,622.07,191.44
RIGHT_EYE_OUTER,111,687.28,184.51
RIGHT_EYE_OUTER,112,686.44,199.74
RIGHT_EYE_OUTER,113,683.81,199.45
RIGHT_EYE_OUTER,114,694.55,199.34
RIGHT_EYE_OUTER,115,695.99,210.91
RIGHT_EYE_OUTER,116,715.30,208.45
RIGHT_EYE_OUTER,117,724.63,193.75
RIGHT_EYE_OUTER,118,733.74,184.92
RIGHT_EYE_OUTER,119,732.24,184.20
RIGHT_EYE_OUTER,120,697.88,190.34
RIGHT_EYE_OUTER,121,697.29,199.36
RIGHT_EYE_OUTER,122,694.72,205.78
RIGHT_EYE_OUTER,125,659.30,186.31
RIGHT_EYE_OUTER,127,658.62,201.03
RIGHT_EYE_OUTER,128,650.12,216.53
RIGHT_EYE_OUTER,129,652.08,212.89
RIGHT_EYE_OUTER,130,640.37,202.69
RIGHT_EYE_OUTER,131,640.88,202.46
RIGHT_EYE_OUTER,132,635.82,196.75
RIGHT_EYE_OUTER,133,647.18,186.00
RIGHT_EYE_OUTER,134,662.96,178.88
RIGHT_EYE_OUTER,135,672.65,167.53
RIGHT_EYE_OUTER,136,675.59,169.22
RIGHT_EYE_OUTER,137,675.83,167.05
RIGHT_EYE_OUTER,138,674.58,161.43
RIGHT_EYE_OUTER,140,671.89,160.65
RIGHT_EYE_OUTER,141,675.80,154.86
RIGHT_EYE_OUTER,142,672.65,152.17
RIGHT_EYE_OUTER,143,672.29,152.10
RIGHT_EYE_OUTER,144,672.44,149.99
RIGHT_EYE_OUTER,145,676.27,148.30
RIGHT_EYE_OUTER,146,679.40,146.28
RIGHT_EYE_OUTER,147,691.35,138.85
RIGHT_EYE_OUTER,148,700.02,132.08
RIGHT_EYE_OUTER,149,699.14,133.44
RIGHT_EYE_OUTER,150,703.17,129.42
RIGHT_EYE_OUTER,151,705.83,133.42
RIGHT_EYE_OUTER,152,703.95,133.91
RIGHT_EYE_OUTER,153,701.83,140.21
RIGHT_EYE_OUTER,154,699.48,143.28
RIGHT_EYE_OUTER,155,697.72,147.60
RIGHT_EYE_OUTER,156,692.91,145.22
RIGHT_EYE_OUTER,157,687.63,144.89
RIGHT_EYE_OUTER,158,683.23,144.10
RIGHT_EYE_OUTER,159,681.55,150.08
RIGHT_EYE_OUTER,160,681.92,149.80
RIGHT_EYE_OUTER,161,683.72,152.74
RIGHT_EYE_OUTER,162,695.07,154.27
RIGHT_EYE_OUTER,163,710.12,156.51
RIGHT_EYE_OUTER,164,721.28,160.64
RIGHT_EYE_OUTER,165,723.97,164.10
RIGHT_EYE_OUTER,166,723.91,164.07
RIGHT_EYE_OUTER,167,725.33,166.64
RIGHT_EYE_OUTER,168,722.72,166.45
RIGHT_EYE_OUTER,169,718.28,168.07
RIGHT_EYE_OUTER,170,712.70,169.65
RIGHT_EYE_OUTER,171,705.78,167.94
RIGHT_EYE_OUTER,172,705.86,168.06
RIGHT_EYE_OUTER,173,698.54,170.17
RIGHT_EYE_OUTER,174,693.10,167.39
RIGHT_EYE_OUTER,175,682.00,170.47
RIGHT_EYE_OUTER,176,672.53,172.31
RIGHT_EYE_OUTER,177,665.19,171.46
RIGHT_EYE_OUTER,178,664.95,171.64
RIGHT_EYE_OUTER,179,653.09,171.52
RIGHT_EYE_OUTER,180,647.62,180.17
RIGHT_EYE_OUTER,181,645.14,176.48
RIGHT_EYE_OUTER,182,637.71,175.78
RIGHT_EYE_OUTER,183,636.19,179.06
LEFT_EAR,0,591.68,317.80
LEFT_EAR,1,547.01,309.10
LEFT_EAR,2,546.51,309.24
LEFT_EAR,3,536.04,315.06
LEFT_EAR,4,538.84,305.19
LEFT_EAR,5,567.17,300.65
LEFT_EAR,6,604.07,284.04
LEFT_EAR,7,639.49,267.46
LEFT_EAR,8,639.84,267.12
LEFT_EAR,9,662.60,249.90
LEFT_EAR,10,675.71,235.12
LEFT_EAR,11,680.15,222.97
LEFT_EAR,12,673.85,208.04
LEFT_EAR,13,658.11,192.76
LEFT_EAR,14,659.95,191.96
LEFT_EAR,15,632.41,180.20
LEFT_EAR,16,609.48,174.34
LEFT_EAR,17,600.13,158.54
LEFT_EAR,18,591.32,153.81
LEFT_EAR,19,593.14,153.37
LEFT_EAR,20,592.79,153.02
LEFT_EAR,21,596.15,148.57
LEFT_EAR,22,598.20,148.27
LEFT_EAR,23,602.53,148.55
LEFT_EAR,24,619.90,153.53
LEFT_EAR,25,628.14,152.68
LEFT_EAR,26,627.88,152.62
LEFT_EAR,27,639.75,156.70
LEFT_EAR,28,647.29,160.70
LEFT_EAR,29,658.05,169.05
LEFT_EAR,30,656.56,171.41
LEFT_EAR,31,640.17,178.37
LEFT_EAR,32,640.11,178.35
LEFT_EAR,33,611.90,182.96
LEFT_EAR,34,564.58,180.86
LEFT_EAR,35,558.63,188.37
LEFT_EAR,36,549.78,195.31
LEFT_EAR,37,555.39,199.37
LEFT_EAR,38,555.55,200.05
LEFT_EAR,39,593.31,204.12
LEFT_EAR,40,617.33,176.85
LEFT_EAR,41,669.76,218.07
LEFT_EAR,42,694.85,222.04
LEFT_EAR,43,695.01,220.95
LEFT_EAR,44,691.94,225.70
LEFT_EAR,45,592.98,208.17
LEFT_EAR,46,602.98,225.23
LEFT_EAR,47,553.76,213.80
LEFT_EAR,48,525.42,225.66
LEFT_EAR,49,525.32,225.63
LEFT_EAR,50,529.04,221.66
LEFT_EAR,51,553.71,209.21
LEFT_EAR,52,587.78,205.38
LEFT_EAR,53,650.54,207.33
LEFT_EAR,54,662.13,197.81
LEFT_EAR,55,662.12,198.11
LEFT_EAR,56,655.49,181.93
LEFT_EAR,57,642.15,173.91
LEFT_EAR,58,617.04,164.20
LEFT_EAR,59,598.15,152.15
LEFT_EAR,60,604.94,148.80
LEFT_EAR,61,605.76,149.62
LEFT_EAR,62,623.17,143.82
LEFT_EAR,63,641.35,142.11
LEFT_EAR,64,649.03,140.12
LEFT_EAR,65,652.05,137.64
LEFT_EAR,66,651.88,138.67
LEFT_EAR,67,651.84,138.95
LEFT_EAR,68,637.90,155.39
LEFT_EAR,69,591.81,143.68
LEFT_EAR,70,573.59,145.03
LEFT_EAR,71,565.15,154.33
LEFT_EAR,72,574.13,145.05
LEFT_EAR,73,574.40,145.63
LEFT_EAR,74,596.47,146.30
LEFT_EAR,75,628.72,146.45
LEFT_EAR,76,636.70,144.72
LEFT_EAR,77,648.39,134.84
LEFT_EAR,78,648.79,134.82
LEFT_EAR,79,647.71,136.90
LEFT_EAR,80,645.36,138.73
LEFT_EAR,83,589.15,156.01
LEFT_EAR,84,585.07,154.09
LEFT_EAR,85,592.34,168.12
LEFT_EAR,86,599.84,168.18
LEFT_EAR,87,614.67,163.04
LEFT_EAR,89,666.58,184.44
LEFT_EAR,90,666.73,184.77
LEFT_EAR,91,666.59,193.31
LEFT_EAR,92,681.22,188.64
LEFT_EAR,93,690.09,182.68
LEFT_EAR,94,682.31,175.26
LEFT_EAR,95,654.14,166.29
LEFT_EAR,96,662.24,174.10
LEFT_EAR,97,664.76,185.28
LEFT_EAR,98,656.77,192.51
LEFT_EAR,99,642.16,198.53
LEFT_EAR,103,608.58,187.91
LEFT_EAR,104,584.16,205.99
LEFT_EAR,105,584.57,211.74
LEFT_EAR,106,584.81,207.11
LEFT_EAR,107,595.23,212.09
LEFT_EAR,108,595.57,209.30
LEFT_EAR,109,615.00,205.81
LEFT_EAR,111,669.68,189.09
